nome,cpf,idade,data,endereco,estado,pais,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao
Lucas Gabriel Nascimento,703.124.895-79,79,31/10/1944,"Rodovia de Peixoto, 71
Centro
57555-768 Nascimento de da Mata / MG",Mato Grosso,Brasil,2203.96,Ensino Fundamental,0,Solteiro,8,Comércio
Rebeca Almeida,651.083.742-08,56,25/09/1967,"Pátio Martins, 13
Vila Piratininga Venda Nova
18762-356 da Luz / PI",Goiás,Brasil,5719.41,Ensino Médio,0,Casado,10,Saúde
Luiz Fernando Lima,758.963.041-10,58,05/09/1965,"Esplanada Moraes, 86
Indaiá
98437-583 Freitas / ES",Maranhão,Brasil,7528.84,Ensino Fundamental,0,Solteiro,39,Indústria
Davi Luiz Silveira,687.135.924-91,38,15/09/1985,"Fazenda Gomes, 3
Vila Nossa Senhora Do Rosário
07586-038 Rezende da Prata / AL",Rio Grande do Norte,Brasil,6564.97,Ensino Médio,3,Casado,4,Saúde
Enzo Gabriel Lopes,701.458.362-07,20,16/06/2003,"Praia de das Neves, 26
Jardim São José
46581-430 Moura / AC",Rondônia,Brasil,8390.92,Ensino Médio,1,Casado,2,Tecnologia
Sr. Samuel Pires,690.745.812-85,25,20/09/1998,"Esplanada Lara Silva, 51
Garças
12334-927 Nogueira Alegre / PI",São Paulo,Brasil,2667.09,Ensino Médio,0,Divorciado,2,Comércio
Miguel Farias,912.603.458-15,39,11/09/1984,"Parque de da Rocha, 94
Vila Nossa Senhora Do Rosário
93898-318 Vieira do Oeste / MA",Espírito Santo,Brasil,4499.98,Ensino Médio,3,Solteiro,20,Saúde
Catarina Jesus,861.429.053-51,25,20/11/1998,"Setor Augusto Ramos, 70
Vila Olhos D'água
01145691 Vieira de Minas / BA",Alagoas,Brasil,4049.42,Ensino Médio,0,Solteiro,4,Educação
Raquel Lopes,239.581.604-33,25,04/09/1998,"Campo Mendes, 85
Europa
25151-450 da Rocha do Oeste / SP",Pernambuco,Brasil,3572.88,,1,,1,
Sr. Miguel Barros,280.176.934-78,18,18/12/2005,"Trecho Cecília Araújo, 535
Senhor Dos Passos
78173564 da Luz das Flores / MS",Ceará,Brasil,3904.3,Ensino Médio,3,Solteiro,0,Indústria
Emilly Alves,250.463.187-17,55,05/03/1969,"Núcleo de Lopes, 22
Vila Novo São Lucas
20422404 Aragão / RJ",Alagoas,Brasil,6445.78,Ensino Médio,0,Casado,11,Educação
Maria Cunha,896.210.547-02,26,27/06/1997,"Praia Costela, 18
Outro
47140-224 Almeida / RN",Amapá,Brasil,2580.85,Ensino Fundamental,0,Solteiro,2,Tecnologia
Isabelly Campos,283.649.175-28,46,25/12/1977,"Condomínio Freitas, 54
Vila Petropolis
62754242 Castro / RS",Minas Gerais,Brasil,10386.71,Ensino Médio,2,Solteiro,12,Tecnologia
Francisco Araújo,140.893.276-87,61,20/01/1963,"Feira de Castro, 12
São Salvador
91612-870 Peixoto / PB",Alagoas,Brasil,3227.75,Ensino Médio,2,Casado,2,Comércio
João Cardoso,150.273.689-68,61,01/10/1962,"Trecho de Pires, 21
Jardim São José
26272-760 Carvalho / RO",Pernambuco,Brasil,11155.55,Ensino Superior,0,Casado,19,Tecnologia
Sra. Melissa Rezende,675.902.418-49,34,07/09/1989,"Loteamento Silveira, 85
Vila Nova Gameleira 2ª Seção
03493491 Nascimento / TO",Sergipe,Brasil,6561.94,Ensino Superior,1,Casado,2,Comércio
Luiz Henrique Correia,790.364.521-80,22,06/12/2001,"Trecho Carlos Eduardo da Mota, 83
Fazendinha
78974533 Castro dos Dourados / BA",Minas Gerais,Brasil,2052.95,Ensino Fundamental,0,Casado,2,Educação
Maria Vitória Santos,294.037.158-04,21,23/08/2002,"Trevo Teixeira, 99
Vila Real 1ª Seção
35027-795 Farias de Alves / SC",Rondônia,Brasil,1741.8,Ensino Fundamental,0,Casado,1,Comércio
Alexia Fernandes,790.386.124-78,31,29/11/1992,"Estrada Almeida, 513
Araguaia
84855-195 da Cunha de Santos / SP",Roraima,Brasil,4632.4,Ensino Fundamental,0,Divorciado,7,Saúde
Davi Lucas Araújo,354.019.867-93,25,10/02/1999,"Praça Fogaça, 74
Silveira
18009-153 da Costa de Oliveira / SE",São Paulo,Brasil,6851.52,Ensino Médio,0,Casado,7,Tecnologia
Kamilly da Mota,193.756.420-70,50,30/07/1973,"Largo de Aragão, 45
Caetano Furquim
73911729 Novaes / DF",Alagoas,Brasil,12178.29,Ensino Superior,1,Solteiro,17,Comércio
Ana Clara Melo,725.694.038-65,38,04/11/1985,"Jardim de Nogueira
Pedreira Padro Lopes
20178-519 das Neves / TO",Rio Grande do Sul,Brasil,5370.88,Ensino Médio,0,Solteiro,9,Tecnologia
João Gabriel Oliveira,506.274.389-38,71,17/06/1952,"Praça Leonardo Pires, 11
Vila Independencia 1ª Seção
66190078 Castro da Serra / MT",Santa Catarina,Brasil,4908.75,Ensino Superior,0,Casado,0,Saúde
Dr. Pedro Lucas da Costa,564.910.328-33,54,24/11/1969,"Conjunto Luiz Otávio Almeida
Cinquentenário
44411-567 Pereira Verde / PA",Pará,Brasil,2597.97,Ensino Fundamental,0,Casado,6,Saúde
Letícia Porto,697.430.852-38,34,16/11/1989,"Trecho de Cardoso, 784
Alta Tensão 2ª Seção
93368017 Cardoso / MS",Santa Catarina,Brasil,5006.67,Ensino Médio,3,Solteiro,7,Comércio
Ana Beatriz Cardoso,659.740.312-61,46,07/01/1978,"Estação Carolina Nogueira, 38
Funcionários
76375237 Rodrigues / RO",Rondônia,Brasil,12099.57,Pós-graduação,0,Solteiro,10,Saúde
Srta. Luana da Cruz,861.495.307-01,39,08/05/1984,"Fazenda de Dias, 298
Aparecida 7ª Seção
96610-016 Duarte de Porto / RJ",Piauí,Brasil,9374.34,Ensino Médio,2,Casado,19,Comércio
Dra. Amanda Nascimento,314.729.608-31,63,13/06/1960,"Loteamento Milena Ribeiro, 63
Vila Nova Gameleira 2ª Seção
13245221 Sales / PR",Tocantins,Brasil,15984.74,Pós-graduação,3,Casado,35,Educação
Gustavo Barros,751.630.842-08,19,10/05/2004,"Feira Ferreira, 50
Vila Dos Anjos
35427788 Souza / SE",Distrito Federal,Brasil,7472.36,Ensino Superior,0,Casado,0,Indústria
Cauã da Mata,250.349.867-10,50,06/07/1973,"Vila Leonardo da Paz, 94
Túnel De Ibirité
44727-119 Mendes da Serra / MG",Santa Catarina,Brasil,8244.73,,1,,14,
Lorenzo Caldeira,023.675.981-77,60,06/06/1963,"Quadra de Ramos, 2
Vila São Dimas
95546340 Nunes de Pinto / CE",Maranhão,Brasil,,Ensino Fundamental,0,Casado,14,Tecnologia
Augusto Castro,514.982.370-88,44,13/12/1979,"Via Duarte, 64
Providencia
17103-616 Ferreira / SC",,Brasil,10408.52,Ensino Superior,3,Casado,9,Educação
Agatha Costa,470.316.259-80,47,04/07/1976,"Favela Nogueira, 42
Minaslandia
64989-516 das Neves do Oeste / AP",São Paulo,Brasil,4105.61,Ensino Médio,3,Casado,14,Comércio
Ana Laura Dias,236.509.784-74,28,24/01/1996,"Conjunto de Santos, 14
Conjunto Lagoa
18931-489 Pereira da Prata / TO",Pernambuco,Brasil,5879.0,Ensino Médio,0,Casado,1,Comércio
Sr. Rafael Jesus,062.839.174-96,45,03/03/1979,"Avenida Freitas, 2
Novo Santa Cecilia
06699-089 Pereira da Mata / AM",Distrito Federal,Brasil,5542.89,Ensino Superior,0,Divorciado,9,Comércio
Joaquim Costa,206.185.379-02,36,02/06/1987,"Fazenda Yuri Teixeira
Vila Nova Paraíso
15099643 Moura / ES",Goiás,Brasil,9111.6,Ensino Superior,3,Solteiro,7,Indústria
Heitor Ferreira,079.324.651-25,21,10/12/2002,"Sítio Vicente da Conceição, 92
Vila Piratininga Venda Nova
02923358 Farias dos Dourados / RR",Amapá,Brasil,,Ensino Superior,0,Solteiro,2,Comércio
Isabelly Ramos,702.941.356-34,36,09/11/1987,"Vila João Barbosa, 858
Vila Madre Gertrudes 4ª Seção
41575-951 Araújo / CE",Piauí,Brasil,3234.19,Ensino Fundamental,3,Casado,0,Saúde
Kamilly Costela,796.214.350-99,30,25/10/1993,"Estação de Moreira, 61
Dona Clara
74852-253 da Cruz do Campo / PB",Minas Gerais,Brasil,2945.74,Ensino Fundamental,0,Casado,5,Educação
Gustavo Henrique Nascimento,528.071.943-97,38,12/10/1985,"Jardim João Gabriel da Mata
Vila Copacabana
89251-958 Moreira / BA",Amazonas,Brasil,5090.18,Ensino Fundamental,0,Solteiro,19,Comércio
Luna Campos,238.904.567-74,29,03/04/1995,"Condomínio Vitor Hugo Farias, 47
Comiteco
45228-791 Peixoto / PR",Piauí,Brasil,6042.24,Ensino Médio,1,Casado,5,Indústria
Srta. Sophie Novaes,354.720.861-08,28,05/04/1996,"Campo Isabelly Novaes, 18
Belmonte
09857400 da Luz do Campo / ES",Alagoas,Brasil,4530.67,Ensino Superior,1,Casado,5,Educação
Fernando Oliveira,735.906.124-52,36,10/10/1987,"Travessa de Barbosa, 59
Santa Branca
79313367 Peixoto / PE",,Brasil,,,1,,13,
Thiago Rocha,052.619.348-42,24,03/05/1999,"Largo Mendes, 48
São Cristóvão
76241-815 Moura de Moreira / DF",Amazonas,Brasil,2942.87,Ensino Fundamental,0,Solteiro,2,Indústria
Pietra Freitas,725.034.618-08,25,13/11/1998,"Recanto Maria Sophia Alves, 71
Vila Antena
45948-301 Nogueira / CE",Minas Gerais,Brasil,4096.08,Ensino Médio,0,Solteiro,3,Educação
Augusto Santos,857.293.640-83,47,23/11/1976,"Ladeira Mendes, 3
Vila Paris
44904-962 Alves / DF",Goiás,Brasil,7117.45,Ensino Médio,2,Solteiro,5,Indústria
Isabella Carvalho,712.460.839-22,84,18/02/1940,"Vereda de Peixoto, 7
Novo Ouro Preto
86588565 Campos de Martins / MA",Amazonas,Brasil,15115.83,Ensino Médio,3,Divorciado,34,Indústria
Maria Julia Nascimento,306.298.475-92,20,07/06/2003,"Distrito Júlia Martins, 940
Dona Clara
33131844 Oliveira / CE",Amapá,Brasil,3836.34,Ensino Fundamental,0,Solteiro,0,Saúde
Bryan da Cunha,276.430.198-78,19,03/05/2004,"Sítio Cardoso, 83
Ápia
03672772 Lopes do Oeste / AP",Acre,Brasil,8152.97,Ensino Superior,2,Casado,1,Tecnologia
Thales da Mota,829.673.405-29,25,13/10/1998,"Favela Ana Pereira, 827
Casa Branca
09558851 Castro / CE",Ceará,Brasil,2746.15,Ensino Fundamental,0,Casado,0,Comércio
Letícia Silveira,017.854.693-39,42,19/05/1981,"Rua Barbosa, 5
Grotinha
34772-159 Viana do Sul / BA",São Paulo,Brasil,12514.48,Ensino Médio,1,Solteiro,24,Tecnologia
Lucca Alves,643.251.908-05,32,31/03/1992,"Chácara Luana da Mota, 875
Boa Viagem
63603-907 das Neves Grande / SC",Amapá,Brasil,5551.34,Ensino Médio,2,Solteiro,2,Tecnologia
Thomas Fogaça,872.360.541-35,42,14/07/1981,"Trecho Ana Vitória Nascimento, 38
Vila Sesc
52785917 Viana / MA",Alagoas,Brasil,,Ensino Médio,1,Casado,3,Saúde
Maria Luiza Cardoso,086.294.137-78,86,03/12/1937,"Pátio Fernandes, 47
Jaraguá
32218537 Moreira / SE",Paraíba,Brasil,8431.59,Ensino Superior,2,Viúvo,36,Comércio
Sofia Mendes,162.079.538-86,25,14/03/1999,"Chácara Fernando Freitas, 90
Vila Engenho Nogueira
83240346 Barbosa do Amparo / MG",Rondônia,Brasil,4958.47,Ensino Médio,3,Casado,6,Saúde
Paulo Martins,625.489.173-55,32,30/08/1991,"Rodovia de Correia, 77
Santa Isabel
23455-674 Gonçalves / AM",Amapá,Brasil,4741.66,Ensino Fundamental,0,Casado,10,Indústria
Ana Beatriz da Conceição,467.803.215-08,19,10/01/2005,"Avenida de Vieira, 4
São Damião
07651173 Barros / DF",Amazonas,Brasil,,Ensino Superior,0,Casado,1,Educação
Emanuelly da Conceição,472.865.091-01,34,26/11/1989,"Praia da Luz
Renascença
26493-777 Cardoso do Norte / RS",Espírito Santo,Brasil,10647.24,Pós-graduação,0,Divorciado,2,Saúde
Luigi da Paz,920.673.415-61,58,20/08/1965,"Morro de Nunes, 26
Cabana Do Pai Tomás
13424-704 Cunha das Pedras / PB",Maranhão,Brasil,8535.31,Ensino Médio,1,Solteiro,37,Saúde
Manuela Fogaça,618.370.924-78,29,29/04/1994,"Alameda Rodrigues, 16
Vila Minaslandia
35036498 da Luz / BA",Minas Gerais,Brasil,4324.78,Ensino Médio,1,Casado,1,Educação
Thales Araújo,240.897.165-94,34,22/01/1990,"Pátio Ramos, 79
Luxemburgo
38867588 Vieira da Praia / BA",Espírito Santo,Brasil,5026.21,,0,,8,
João Lucas Campos,461.538.097-66,30,09/12/1993,"Largo de Freitas, 8
Conjunto Minas Caixa
34941777 Rodrigues de Moura / BA",São Paulo,Brasil,3968.29,Ensino Superior,0,Casado,1,Educação
Agatha Duarte,852.143.906-70,20,16/06/2003,"Núcleo da Luz, 78
Santa Helena
19678028 Fernandes / PR",Piauí,Brasil,5101.43,Ensino Médio,0,Solteiro,1,Comércio
Miguel Pires,574.180.639-20,27,20/08/1996,"Alameda Ana Carolina Correia, 65
Monte Azul
48894781 Cunha / PE",Amapá,Brasil,2663.26,Ensino Fundamental,1,Casado,6,Educação
Maria Julia Duarte,380.479.561-75,20,10/01/2004,"Praça Otávio Moraes, 33
Vila Minaslandia
98690465 Moura Paulista / SE",Santa Catarina,Brasil,3449.43,Ensino Médio,1,Divorciado,1,Saúde
Luiz Gustavo Ferreira,847.921.036-22,29,26/03/1995,"Vila Monteiro, 78
Jaraguá
56368-509 da Rosa de Ribeiro / RN",São Paulo,Brasil,3729.16,Ensino Fundamental,0,Solteiro,5,Saúde
Srta. Mariana Aragão,179.380.265-30,29,23/12/1994,"Lagoa Vitória Melo
Vila Antena
58104836 Moraes do Campo / PA",Alagoas,Brasil,4731.12,Ensino Médio,1,Casado,1,Educação
Natália Moraes,182.356.047-44,38,06/08/1985,"Ladeira Rezende, 9
Camargos
69868-169 Costa do Amparo / RS",Amazonas,Brasil,5767.7,Ensino Médio,1,Casado,4,Educação
Bernardo Caldeira,749.120.635-25,56,04/08/1967,"Praça Helena Sales, 60
Vila Mangueiras
45813-251 Martins da Serra / PB",Bahia,Brasil,,Ensino Superior,2,Casado,28,Indústria
Luiz Gustavo da Mota,237.485.109-50,20,17/11/2003,"Vale Dias, 55
Marajó
93372260 Castro / SE",,Brasil,2475.09,Ensino Médio,0,Solteiro,2,Indústria
Sabrina Oliveira,183.470.269-04,22,26/08/2001,"Viela Eduardo Jesus
Vila Oeste
59620554 Barbosa / AP",Rondônia,Brasil,7421.07,Ensino Superior,1,Casado,3,Tecnologia
Lucas Alves,537.608.491-48,48,23/07/1975,"Residencial de Cardoso, 302
Bonsucesso
81342783 Santos / RJ",Pernambuco,Brasil,8759.09,Ensino Superior,0,Divorciado,25,Indústria
Joana Moura,150.643.972-16,86,10/09/1937,"Esplanada de Jesus, 423
Vila Ouro Minas
44768340 Dias / MT",Espírito Santo,Brasil,8969.82,Ensino Médio,5,Divorciado,30,Tecnologia
Srta. Eloah Porto,807.465.213-08,43,09/03/1981,"Estrada de Barbosa
Nova Granada
03270147 Cardoso Paulista / AP",Paraná,Brasil,5157.24,Ensino Médio,1,Divorciado,11,Saúde
Raquel da Cunha,123.470.589-32,40,05/02/1984,"Travessa Daniela Jesus, 389
Jardim América
92884647 Barbosa / TO",Sergipe,Brasil,9063.57,Ensino Médio,0,Casado,22,Comércio
Luiza Pires,820.146.579-20,19,21/05/2004,"Trevo de Santos, 15
Madri
03264201 Moura da Serra / GO",Bahia,Brasil,3830.4,Ensino Fundamental,2,Casado,0,Saúde
Kaique Santos,748.625.109-49,58,05/05/1965,"Feira Ana Clara Barros, 18
Outro
27544-885 Cunha de da Cruz / MG",Paraíba,Brasil,5748.84,Ensino Médio,5,Casado,28,Tecnologia
Júlia Lima,983.120.476-03,58,09/02/1966,"Via Viana, 21
Calafate
56964-315 da Rosa do Sul / BA",Maranhão,Brasil,7301.28,Ensino Médio,0,Casado,40,Indústria
Joaquim Dias,542.978.160-67,32,04/06/1991,"Pátio Bryan Ramos
Vila Fumec
36293-007 Oliveira de Rezende / SE",Pará,Brasil,3377.89,Ensino Médio,0,Casado,11,Comércio
Luiz Otávio Freitas,450.368.729-83,26,10/06/1997,"Sítio Maria Alice Caldeira, 27
Vila Santa Monica 2ª Seção
84407117 Costa da Prata / DF",,Brasil,3118.17,Ensino Médio,2,Solteiro,2,Comércio
Helena Viana,758.632.041-17,38,15/09/1985,"Colônia de Rocha
Vila Maloca
27884252 Sales Verde / RJ",Sergipe,Brasil,3654.95,Ensino Fundamental,0,Casado,7,Saúde
Emilly Barros,348.927.615-91,21,23/12/2002,"Conjunto Souza, 90
Vila Copasa
44016-644 Cunha / SC",,Brasil,6179.75,Ensino Superior,2,Solteiro,1,Educação
Davi Luiz da Luz,651.790.842-02,74,01/02/1950,"Pátio Novaes, 819
Marajó
22087792 Vieira das Pedras / SC",Rio Grande do Norte,Brasil,6007.49,Ensino Superior,1,Solteiro,29,Tecnologia
Alana Nunes,708.421.935-88,43,15/01/1981,"Largo de Carvalho, 2
Olhos D'água
22913148 Barbosa / SP",Sergipe,Brasil,5340.61,Ensino Médio,1,Solteiro,4,Indústria
Sr. Francisco Costela,795.826.431-37,24,14/10/1999,"Avenida Barbosa, 18
Penha
87728-727 Moreira / MT",Bahia,Brasil,4315.51,Ensino Fundamental,1,Casado,2,Saúde
Juliana Rezende,392.816.475-91,48,14/07/1975,"Distrito Ana Lívia Farias
Pongelupe
40190059 Novaes de Souza / RS",Bahia,Brasil,8585.1,Ensino Superior,4,Casado,18,Indústria
Benjamin Azevedo,260.784.315-44,53,25/01/1971,"Estrada de Aragão, 84
Estrela
63033935 Campos / ES",Rio Grande do Sul,Brasil,7482.24,,2,,35,
Enzo Gabriel Novaes,230.684.179-96,51,15/11/1972,"Viaduto de Pires
João Pinheiro
64860833 Peixoto de Mendes / SE",Piauí,Brasil,5503.27,Ensino Médio,1,Solteiro,1,Educação
Ana Laura Almeida,079.826.413-69,51,17/01/1973,"Parque Maitê Moraes, 1
Barão Homem De Melo 3ª Seção
95418559 Oliveira / BA",Tocantins,Brasil,4135.73,Ensino Superior,1,Casado,5,Comércio
Sra. Camila Lima,304.986.512-15,34,01/06/1989,"Vila Maria Luiza Monteiro
Vila Paraíso
33931240 Rezende / RN",Paraná,Brasil,3563.17,Ensino Médio,3,Casado,16,Comércio
Mariana Dias,657.128.439-19,35,28/02/1989,"Via de Ramos, 50
Mangueiras
96625125 Lopes do Oeste / SE",Mato Grosso,Brasil,7678.01,Ensino Superior,3,Casado,8,Indústria
Kaique da Mata,812.350.967-77,20,31/12/2003,"Praia Moura, 453
Padre Eustáquio
49797-273 da Rosa Grande / AL",Pará,Brasil,,Ensino Médio,2,Casado,2,Educação
Sra. Sophie Freitas,516.037.924-06,38,28/02/1986,"Lago Mendes, 38
Jonas Veiga
34728-196 Duarte da Serra / RR",Alagoas,Brasil,3120.55,Ensino Médio,1,Casado,3,Comércio
Sr. Raul Costa,649.873.521-09,56,28/04/1967,"Residencial Vitor Fernandes, 34
Nova Cachoeirinha
02763594 Pereira Paulista / SP",Acre,Brasil,12972.69,Ensino Superior,2,Casado,34,Educação
Sr. João Pedro Araújo,258.064.319-24,44,15/03/1980,"Condomínio Novaes, 1
Boa Viagem
24077784 Rocha das Flores / MT",Amazonas,Brasil,17817.64,Pós-graduação,3,Casado,16,Indústria
Lívia da Rosa,026.943.571-99,42,19/07/1981,"Largo Pietro Freitas
Aarão Reis
06037149 da Cunha Grande / RR",Rio Grande do Sul,Brasil,8026.88,Ensino Médio,1,Solteiro,19,Tecnologia
Eduardo Cunha,260.719.458-01,20,02/01/2004,"Chácara Campos, 81
Vila Olhos D'água
94895059 da Costa / MG",Paraná,Brasil,6477.75,Ensino Superior,0,Solteiro,1,Saúde
Paulo Peixoto,029.873.154-14,50,09/09/1973,"Vila Correia, 436
Luxemburgo
90772-788 Oliveira de Cunha / SE",Rio Grande do Sul,Brasil,3428.45,Ensino Fundamental,0,Solteiro,5,Saúde
Gabriel Azevedo,504.726.913-25,36,24/05/1987,"Aeroporto Esther Campos, 6
Distrito Industrial Do Jatoba
46540-074 da Mata / PA",Piauí,Brasil,8034.13,Ensino Médio,0,Casado,2,Tecnologia
Rafaela Almeida,285.730.461-71,35,06/04/1989,"Quadra de Castro, 370
Vila União
85467-747 Peixoto das Flores / MS",Mato Grosso do Sul,Brasil,11067.23,Ensino Superior,0,Solteiro,14,Educação
Rodrigo Duarte,048.593.167-20,33,28/10/1990,"Vale Farias, 915
Vila Santa Rosa
14594-071 Monteiro / PB",Pernambuco,Brasil,5100.22,Ensino Médio,1,Casado,0,Saúde
Maria Sophia Alves,184.279.065-01,79,23/05/1944,"Lagoa de da Mota, 18
Marieta 2ª Seção
73158854 Aragão / DF",Bahia,Brasil,,Ensino Médio,1,Casado,23,Tecnologia
Gabriel Cardoso,654.273.901-70,19,12/09/2004,"Praça da Rosa, 46
Betânia
44228706 Correia / SE",Paraná,Brasil,5074.59,Ensino Superior,0,Casado,0,Educação
Juliana Nogueira,534.629.071-07,86,03/05/1937,"Conjunto Raquel Cavalcanti, 41
Ventosa
50831-811 Alves / GO",Minas Gerais,Brasil,4574.98,,1,,45,
Dr. Henrique Ramos,497.651.203-70,32,13/07/1991,"Estação de da Rosa
Serra
62090275 Monteiro / RO",Amazonas,Brasil,7950.04,Pós-graduação,1,Casado,2,Indústria
Sra. Sophia Mendes,786.041.235-71,58,06/08/1965,"Sítio Nunes, 96
Penha
17071-011 Aragão / SE",Minas Gerais,Brasil,10124.97,Ensino Superior,3,Casado,20,Indústria
João Pereira,894.136.507-48,31,19/01/1993,"Lagoa Ryan Nunes, 8
Braúnas
46209-126 Nogueira do Norte / MG",São Paulo,Brasil,2443.81,Ensino Fundamental,1,Casado,1,Comércio
Theo Moreira,230.967.845-74,52,16/12/1971,"Praia Caio Pires, 52
Dom Silverio
18458312 Fernandes / CE",Mato Grosso,Brasil,5005.59,Ensino Fundamental,0,Casado,7,Saúde
Isaac Alves,308.971.645-39,28,01/05/1995,"Sítio de da Cunha, 10
Madri
06632-163 Campos / AM",Sergipe,Brasil,6455.87,Ensino Médio,3,Casado,1,Comércio
Davi Luiz Sales,648.390.172-04,40,09/03/1984,"Praça Joaquim Caldeira, 12
Nossa Senhora De Fátima
62749132 Castro / MG",Rio Grande do Norte,Brasil,17862.34,Pós-graduação,0,Solteiro,2,Tecnologia
Henrique Nunes,753.480.192-32,56,21/09/1967,"Praia da Cruz, 79
Tupi A
77168653 Dias / MG",Minas Gerais,Brasil,6502.42,Ensino Médio,2,Casado,20,Tecnologia
Alexandre Gomes,594.780.132-97,57,05/06/1966,"Conjunto Pedro Miguel Nunes, 145
Conjunto Bonsucesso
49184-443 Alves Grande / AM",Paraíba,Brasil,6344.99,Ensino Médio,0,Casado,25,Tecnologia
João Miguel Barbosa,863.920.147-13,53,02/09/1970,"Favela Ribeiro, 9
Cabana Do Pai Tomás
23533-097 Sales / AP",Minas Gerais,Brasil,3265.21,Ensino Fundamental,0,Casado,18,Educação
Pedro Henrique Freitas,094.157.362-16,62,27/08/1961,"Alameda Gabriela Costa, 92
Vila Nova
22453-878 Rezende / TO",Rondônia,Brasil,8075.28,Ensino Médio,0,Divorciado,4,Indústria
Carolina da Rosa,901.537.824-04,39,26/12/1984,"Jardim Caio Dias, 9
São José
57207-560 Carvalho / RJ",Maranhão,Brasil,10405.51,Ensino Superior,3,Casado,1,Tecnologia
Vitor Moraes,809.643.251-60,50,29/04/1973,"Aeroporto da Mota, 7
Vila Suzana Primeira Seção
75484-993 Cardoso das Flores / MT",Tocantins,Brasil,7999.4,Ensino Superior,0,Solteiro,6,Saúde
Theo Costa,139.608.274-31,51,09/12/1972,"Condomínio Novaes, 8
Etelvina Carneiro
01806-778 Santos / PR",Mato Grosso,Brasil,2429.31,Ensino Fundamental,0,Solteiro,8,Educação
Enzo Gabriel Almeida,248.957.316-00,49,21/04/1974,"Quadra de Jesus
Vila Engenho Nogueira
83636-186 Martins da Mata / ES",Rio Grande do Sul,Brasil,10154.55,Ensino Médio,0,Casado,26,Educação
Elisa Almeida,356.901.847-48,20,31/12/2003,"Vila Alexandre Monteiro, 30
Madre Gertrudes
17015-817 Lopes de Cardoso / PE",Santa Catarina,Brasil,9218.03,Pós-graduação,1,Casado,0,Saúde
Bárbara Pereira,490.372.568-56,45,28/09/1978,"Trevo de Farias
Pindura Saia
38269574 Cunha / RS",Mato Grosso do Sul,Brasil,7619.79,Ensino Médio,0,Solteiro,1,Saúde
Sr. Daniel Rezende,370.192.586-03,38,30/03/1986,"Travessa de da Cruz, 25
Jardim Vitoria
51713-737 Freitas / BA",,Brasil,,,0,,2,
Vitor Gabriel Cavalcanti,529.486.031-70,35,28/03/1989,"Chácara de Porto, 22
Madre Gertrudes
25416-191 Pires de da Paz / PE",Roraima,Brasil,15428.73,Pós-graduação,3,Solteiro,12,Educação
Dra. Laís Oliveira,491.380.652-15,30,25/11/1993,"Estrada Marcelo Farias, 822
Heliopolis
84132-932 Gomes / GO",Espírito Santo,Brasil,6844.53,Ensino Superior,1,Casado,1,Tecnologia
Isaac Moura,728.946.315-37,49,19/08/1974,"Rodovia Emanuel Melo, 585
São Cristóvão
59748-283 Gomes das Pedras / PB",Rio Grande do Sul,Brasil,5954.11,Ensino Médio,3,Casado,28,Indústria
Sr. Caio Almeida,290.374.165-43,30,12/08/1993,"Estrada Duarte, 84
Santa Sofia
60512-397 Aragão dos Dourados / TO",Maranhão,Brasil,9073.14,Pós-graduação,5,Casado,12,Educação
Ana Laura Castro,021.659.378-68,24,02/02/2000,"Favela Maitê da Mota, 73
Conjunto Celso Machado
46216-554 Cardoso da Serra / PI",Santa Catarina,Brasil,2767.39,Ensino Fundamental,1,Casado,1,Saúde
